ID,Village,Pop,Source,State,Locality,X,Y,Remarks
10037,Hwatajadeed,,CBS,Gedarif,Al Fashaga,35.987,14.221,
10038,Hilathassan,,CBS,Gedarif,Al Fashaga,35.996101,14.2228,
10039,Osham,,CBS,Gedarif,Al Fashaga,36.038898,14.1996,
10040,Brnawi,,CBS,Gedarif,Al Fashaga,36.016499,14.205,
10041,Abuoshar,,CBS,Gedarif,Al Fashaga,36.0555,14.2008,
10042,Magareef,,CBS,Gedarif,Al Fashaga,36.1077,14.2071,
10043,Nakora,,CBS,Gedarif,Al Fashaga,36.1273,14.2023,
10044,Algodima,,CBS,Gedarif,Al Fashaga,36.3619,14.2657,
10045,Al Hashaba,,CBS,Gedarif,Al Fashaga,36.148998,14.2045,
10046,Kanbohidar,,CBS,Gedarif,Al Fashaga,36.139301,14.1682,
10047,Sharakat danfodio,,CBS,Gedarif,Al Fashaga,35.979301,14.2096,
10048,Alsubag,,CBS,Gedarif,Al Butana,34.7952,15.2946,
10049,Riraalgrbia,,CBS,Gedarif,Al Butana,34.595901,15.4087,
10050,Al Bahoogi,,CBS,Gedarif,Al Butana,34.575199,15.4112,
10051,Abu Jarad,,CBS,Gedarif,Al Butana,34.707901,15.042,
10052,Al Takoon,,CBS,Gedarif,Al Butana,34.873299,14.9826,
10053,Al Sofeia,,CBS,Gedarif,Al Butana,34.688202,15.4913,
10054,Rira,,CBS,Gedarif,Al Butana,34.687099,15.3512,
10055,Frig wdhmd,,CBS,Gedarif,Al Butana,34.755299,15.3198,
10056,Ala'deed Altwal,,CBS,Gedarif,Al Butana,34.7659,14.7249,
10057,Ala'deed Walzin,,CBS,Gedarif,Al Butana,34.7715,14.7029,
10058,Ala'deed Bant,,CBS,Gedarif,Al Butana,34.775002,14.6907,
10059,Ala'deed Alsameena,,CBS,Gedarif,Al Butana,34.712299,14.6995,
10060,Alaedidshaaldin,,CBS,Gedarif,Al Gadaref (Wasat) Rur,34.746201,14.6558,
10061,Alaedid alhumor,,CBS,Gedarif,Al Gadaref (Wasat) Rur,34.797199,14.6365,
10062,Umsrha,,CBS,Gedarif,Al Butana,34.884499,14.7065,
10063,Al Eliu,,CBS,Gedarif,Al Butana,34.925098,14.7284,
10064,Sorog mhmoud,,CBS,Gedarif,Al Butana,34.955101,14.8329,
10065,Alhesinia,,CBS,Gedarif,Al Gadaref (Wasat) Rur,35.047199,14.4167,
10066,Algdorab,,CBS,Gedarif,Al Butana,33.700401,15.4782,
10067,Al Sabaq Shamal,,CBS,Gedarif,Al Butana,33.785999,15.4907,
10068,Al Sabaq Janoob,,CBS,Gedarif,Al Butana,33.794701,15.4718,
10069,Gaely Alsoug,,CBS,Gedarif,Al Butana,33.7327,15.5128,
10070,Gilyankia,,CBS,Gedarif,Al Butana,33.741699,15.5339,
10071,Alglae,,CBS,Gedarif,Al Butana,33.766201,15.5698,
10072,Wddagowi,,CBS,Gedarif,Al Butana,33.8381,15.6337,
10073,Aldrhan,,CBS,Gedarif,Al Butana,33.808899,15.5467,
10074,Algleta,,CBS,Gedarif,Al Butana,34.381599,15.7958,
10075,Um khtm,,CBS,Gedarif,Al Butana,34.285099,15.6692,
10076,Umrouished,,CBS,Gedarif,Al Butana,34.384102,15.617,
10077,Al Hajar,,CBS,Gedarif,Al Butana,34.296101,15.3784,
10078,Al Sada,,CBS,Gedarif,Al Butana,35.0373,15.236,
10079,Gaili,,CBS,Gedarif,Al Butana,35.0313,15.1847,
10080,Gadalla,,CBS,Gedarif,Al Butana,35.131401,15.1115,
10081,Gblalger,,CBS,Gedarif,Al Butana,35.213402,14.9742,
10082,Abu Gumbeil,,CBS,Gedarif,Al Butana,35.240398,15.0008,
10083,Sorogmnana,,CBS,Gedarif,Al Butana,35.0509,14.9443,
10084,Alfowl,,CBS,Gedarif,Al Butana,34.0243,15.0448,
10085,Alrgl,,CBS,Gedarif,Al Butana,35.0438,14.951,
10086,Algfala,,CBS,Gedarif,Al Butana,34.997398,15.0267,
10087,Albrisy,,CBS,Gedarif,Al Butana,35.114399,14.978,
10088,Al Hasheib,,CBS,Gedarif,Al Butana,35.139099,14.885,
10089,Alheshyp Alarakeen,,CBS,Gedarif,Al Butana,35.098701,14.8392,
10090,Kmbo Wdalngr Mila Mila,,CBS,Gedarif,Al Butana,35.371201,14.6281,
10091,Kmbo Yasinabdalla Ksamor,,CBS,Gedarif,Al Fashaga,35.426498,14.6345,
10092,Kmbo,,CBS,Gedarif,Al Fashaga,35.4762,14.5884,
10093,Kmbo,,CBS,Gedarif,Al Fashaga,35.494701,14.5945,
10094,Kmbo Mohmed Issa Kasmor Kasm,,CBS,Gedarif,Al Fashaga,35.522499,14.5912,
10095,Mustfa Mohamed Iesa Kasmre K,,CBS,Gedarif,Al Fashaga,35.565399,14.55,
10096,Bashier Mousa Kasmore Kasmre,,CBS,Gedarif,Al Fashaga,35.562302,14.5358,
10097,Campo,,CBS,Gedarif,Al Fashaga,35.602798,14.5719,
10098,Campo Khaled Kasmore,,CBS,Gedarif,Al Fashaga,35.618999,14.5691,
10099,Abdalla Khaliefa Kasmore,,CBS,Gedarif,Al Fashaga,35.6259,14.5519,
10100,Gabier Ahmed Ali Kasmore,,CBS,Gedarif,Al Fashaga,35.624401,14.5479,
10101,Gedaref,,CBS,Gedarif,Al Gadaref (Wasat) Rur,35.3904,14.0401,
10102,Elgorisha,,CBS,Gedarif,Al Gurisha,36.052101,13.6756,
10103,Elgorisha,,CBS,Gedarif,Al Gurisha,36.052101,13.6756,
10104,Elgorisha,,CBS,Gedarif,Al Gurisha,36.052101,13.6756,
10105,Elgorisha,,CBS,Gedarif,Al Gurisha,36.052101,13.6756,
10106,Elgorisha,,CBS,Gedarif,Al Gurisha,36.052101,13.6756,
10107,Elgorisha,,CBS,Gedarif,Al Gurisha,36.052101,13.6756,
10108,Aldobasien,,CBS,Gedarif,El Faw,34.321701,14.1589,
10109,Moaskert dreebharira,,CBS,Gedarif,El Faw,34.280701,14.1396,
10110,Wadhewiri,,CBS,Gedarif,El Faw,34.283298,14.1312,
10111,Alsemiriab,,CBS,Gedarif,El Faw,34.286201,14.1653,
10112,Hareraal mashra,,CBS,Gedarif,El Faw,34.248001,14.1396,
10113,Hareeral rotamat,,CBS,Gedarif,El Faw,34.2603,14.1518,
10114,Wadalfaki,,CBS,Gedarif,El Faw,34.2369,14.1335,
10115,Wade Kheshen,,CBS,Gedarif,El Faw,34.228901,14.1258,
10116,Wadsegie,,CBS,Gedarif,El Faw,34.198299,14.1226,
10117,Wadalmda,,CBS,Gedarif,El Faw,34.185501,14.1238,
10118,Al Bwadra,,CBS,Gedarif,El Faw,34.122299,14.124,
10119,Wadnorin,,CBS,Gedarif,El Faw,34.1698,14.1262,
10120,Al Mamora 16,,CBS,Gedarif,El Faw,34.113701,14.1327,
10121,Waddegis,,CBS,Gedarif,El Faw,34.112,14.1168,
10122,Al Bania Al Sadgab,,CBS,Gedarif,El Faw,34.202499,14.1037,
10123,Wadrehima,,CBS,Gedarif,El Faw,34.210201,14.0941,
10124,Algaria (16),,CBS,Gedarif,El Faw,34.2029,14.0936,
10125,Algaria (17),,CBS,Gedarif,El Faw,34.091301,14.077,
10126,Algaria (19),,CBS,Gedarif,El Faw,34.021702,14.1383,
10127,Algaria (20),,CBS,Gedarif,El Faw,33.973999,14.1499,
10128,Kmbo suliman,,CBS,Gedarif,El Faw,33.963501,14.1454,
10129,Al Akasi,,CBS,Gedarif,El Faw,33.959,14.1167,
10130,Omgarada,,CBS,Gedarif,El Faw,33.9366,14.1316,
10131,Suoqalk Heyri,,CBS,Gedarif,El Faw,33.930901,14.1021,
10132,Mejar (5),,CBS,Gedarif,El Faw,34.0555,14.1807,
10133,Muossa elmsari,,CBS,Gedarif,El Faw,34.048599,14.1952,
10134,Albewyda,,CBS,Gedarif,Al Butana,33.991901,14.3362,
10135,Sharab,,CBS,Gedarif,El Faw,33.9902,14.0449,
10136,Aljaafra,,CBS,Gedarif,El Faw,33.973999,14.0706,
10137,Senin,,CBS,Gedarif,El Faw,33.994202,14.0293,
10138,Algaria (15),,CBS,Gedarif,El Faw,34.056801,14.0176,
10139,Gantara (65),,CBS,Gedarif,El Faw,34.074501,14.0845,
10140,Algaria (18),,CBS,Gedarif,El Faw,34.019402,14.0852,
10141,Maiu,,CBS,Gedarif,El Faw,34.0369,14.0869,
10142,Wadekheshin,,CBS,Gedarif,El Faw,34.051899,13.9922,
10143,Sabrin,,CBS,Gedarif,El Faw,34.044998,13.9759,
10144,Aldegiriab,,CBS,Gedarif,El Faw,34.0186,13.9979,
10145,Algaria (14),,CBS,Gedarif,El Faw,34.097801,14.0077,
10146,Mejar (4),,CBS,Gedarif,El Faw,34.125999,14.0471,
10147,Algaria (13),,CBS,Gedarif,El Faw,34.134998,14.012,
10148,Gantara (60),,CBS,Gedarif,El Faw,34.164902,14.0466,
10149,Algaria (12),,CBS,Gedarif,El Faw,34.175301,14.012,
10150,Gantara (62),,CBS,Gedarif,El Faw,34.137402,14.0469,
10151,Ahmed mussajadin Mabroa alFa,,CBS,Gedarif,El Faw,34.107899,14.1077,
10152,Mussara mddangoja Siako Alfa,,CBS,Gedarif,El Faw,34.113899,14.0927,
10153,Hassan mohmed ali Alabhas Al,,CBS,Gedarif,El Faw,34.086399,14.0869,
10154,Mohmed faisaladam Almttar Al,,CBS,Gedarif,El Faw,34.073799,14.1291,
10155,Al Fao,,CBS,Gedarif,El Faw,34.091702,14.1042,
10156,Kubrialkhiari,,CBS,Gedarif,El Faw,33.927502,14.1015,
10157,Seniatalgadarif,,CBS,Gedarif,Al Gadaref (Wasat) Rur,35.363602,14.0618,
10158,Algaria (11),,CBS,Gedarif,El Faw,34.210999,14.0105,
10159,Algaria (10),,CBS,Gedarif,El Faw,34.141701,13.9615,
10160,Gantara (37),,CBS,Gedarif,El Faw,34.143799,13.9666,
10161,Gantraalreaia,,CBS,Gedarif,El Faw,34.2365,13.9805,
10162,Gantara (43),,CBS,Gedarif,El Faw,34.223499,13.9807,
10163,Gantara killo 5,,CBS,Gedarif,El Faw,34.184601,13.9812,
10164,Gantara (49),,CBS,Gedarif,El Faw,34.158401,13.9812,
10165,Gantara (51),,CBS,Gedarif,El Faw,34.132301,13.9815,
10166,Gantara kilo 14,,CBS,Gedarif,El Faw,34.105999,13.9818,
10167,Gantara (15),,CBS,Gedarif,El Faw,34.080002,13.9819,
10168,Algaria (9),,CBS,Gedarif,El Faw,34.212601,13.9608,
10169,Rohal,,CBS,Gedarif,El Faw,34.211102,13.9646,
10170,Algaria (6),,CBS,Gedarif,El Faw,34.227001,13.9242,
10171,Gantara (6),,CBS,Gedarif,El Faw,34.2272,13.9432,
10172,Gantara kilo 8,,CBS,Gedarif,El Faw,34.183701,13.9435,
10173,Gantara 72 HHS,,CBS,Gedarif,El Faw,34.155102,13.9439,
10174,Algaria (36),,CBS,Gedarif,El Faw,34.263199,13.9457,
10175,Alrai(36),,CBS,Gedarif,El Faw,34.254799,13.9406,
10176,Abu Ashosh,,CBS,Gedarif,El Faw,34.0793,13.9142,
10177,Kanbuabuzhra,,CBS,Gedarif,El Faw,34.108898,13.8884,
10178,Algaria (8),,CBS,Gedarif,El Faw,34.087502,13.9402,
10179,Kanburamddan,,CBS,Gedarif,El Faw,34.0644,13.945,
10180,Algaria (7),,CBS,Gedarif,El Faw,34.1525,13.9218,
10181,Kanboalban,,CBS,Gedarif,El Faw,34.1423,13.8882,
10182,Hajedriss,,CBS,Gedarif,El Faw,34.1231,13.8633,
10183,Omttriza,,CBS,Gedarif,El Faw,34.094601,13.8617,
10184,Kehila,,CBS,Gedarif,El Faw,34.119999,13.8152,
10185,Daralslam,,CBS,Gedarif,El Faw,34.194199,13.8422,
10186,Mabroka,,CBS,Gedarif,El Faw,34.205898,13.8314,
10187,Algaria (4),,CBS,Gedarif,El Faw,34.202599,13.864,
10188,Almeegira,,CBS,Gedarif,El Faw,34.163898,13.8623,
10189,Algaria (5),,CBS,Gedarif,El Faw,34.250301,13.8903,
10190,Gantara (5),,CBS,Gedarif,El Faw,34.263802,13.8726,
10191,Gantara (6),,CBS,Gedarif,El Faw,34.271,13.8341,
10192,Gantara (8),,CBS,Gedarif,El Faw,34.245201,13.8343,
10193,Kanbo (10),,CBS,Gedarif,El Faw,34.219002,13.8026,
10194,Kanbo (7),,CBS,Gedarif,El Faw,34.257801,13.7942,
10195,Kanbo (6),,CBS,Gedarif,El Faw,34.271198,13.806,
10196,Kanbo (5),,CBS,Gedarif,El Faw,34.284,13.792,
10197,Gantaratriwena,,CBS,Gedarif,El Faw,34.3344,13.7894,
10198,Rewina,,CBS,Gedarif,El Faw,34.341301,13.7909,
10199,Wadalurdde,,CBS,Gedarif,El Faw,34.362,13.7732,
10200,Algaria (1),,CBS,Gedarif,El Faw,34.311699,13.7951,
10201,Gantara (1600),,CBS,Gedarif,El Faw,34.297001,13.8339,
10202,Mejar (1),,CBS,Gedarif,El Faw,34.310699,13.8356,
10203,Algaria (2),,CBS,Gedarif,El Faw,34.253201,13.8164,
10204,Bant,,CBS,Gedarif,El Faw,34.142101,14.1022,
10205,Jabalelmelh,,CBS,Gedarif,El Faw,34.160702,14.1018,
10206,Start Jabaldaralsalam,,CBS,Gedarif,El Faw,34.089802,14.1186,
10207,End Jabal Daralsalam,,CBS,Gedarif,El Faw,34.089901,14.1182,
10208,MobarkibrahimAbosebah,,CBS,Gedarif,El Faw,34.373299,14.1918,
10209,Alhadiosmanahmed,,CBS,Gedarif,El Faw,34.3839,14.177,
10210,Wadalbadawe,,CBS,Gedarif,El Faw,34.364799,14.1322,
10211,Mohmedalajabhamad,,CBS,Gedarif,El Faw,34.344299,14.1332,
10212,Saadabdalla,,CBS,Gedarif,El Faw,34.3741,14.1264,
10213,Alddaowrahmtalla,,CBS,Gedarif,El Faw,34.428501,14.1562,
10214,Hajahmedalbagssa,,CBS,Gedarif,El Faw,34.4305,14.1713,
10215,Hajalzinmohmedbala,,CBS,Gedarif,El Faw,34.416901,14.2182,
10216,Hajibrahimabohawa,,CBS,Gedarif,El Faw,34.419102,14.2197,
10217,Wadalsharif,,CBS,Gedarif,Al Gadaref (Wasat) Rur,34.4021,14.3199,
10218,Alsadigalsharif,,CBS,Gedarif,Al Gadaref (Wasat) Rur,34.398899,14.3479,
10219,Mohmedyosifdegaiss,,CBS,Gedarif,Al Gadaref (Wasat) Rur,34.375099,14.3282,
10220,Mohmedyoisfdegaiss,,CBS,Gedarif,Al Gadaref (Wasat) Rur,34.416,14.3762,
10221,Altaibahmedawadalla,,CBS,Gedarif,Al Gadaref (Wasat) Rur,34.446301,14.3936,
10222,Asaadibrahimalbadawi,,CBS,Gedarif,Al Gadaref (Wasat) Rur,34.5131,14.3534,
10223,Asaadibrahimalbadawi,,CBS,Gedarif,Al Gadaref (Wasat) Rur,34.525299,14.3511,
10224,Habebmohmedahmed,,CBS,Gedarif,Al Gadaref (Wasat) Rur,34.533199,14.3528,
10225,Abdalaallosmanhasaballa,,CBS,Gedarif,Al Gadaref (Wasat) Rur,34.565899,14.3138,
10226,Abdelgadiralsharif,,CBS,Gedarif,Al Gadaref (Wasat) Rur,34.545399,14.3015,
10227,Sudeegosmanhasaballa,,CBS,Gedarif,El Faw,34.568901,14.2828,
10228,Abdallaalhadeibrahim,,CBS,Gedarif,Al Gadaref (Wasat) Rur,34.640301,14.2435,
10229,Abdalrhamanalsharif,,CBS,Gedarif,Al Gadaref (Wasat) Rur,34.6166,14.2176,
10230,Abdelgdiralsharif,,CBS,Gedarif,El Faw,34.586102,14.2357,
10231,Abdalrahmanelkenani,,CBS,Gedarif,El Faw,34.569,14.2207,
10232,Wadbahar,,CBS,Gedarif,El Faw,34.555099,14.224,
10233,Sifyanabdallagurashe,,CBS,Gedarif,El Faw,34.5009,14.1402,
10234,Hassanalimohmed,,CBS,Gedarif,Al Gadaref (Wasat) Rur,34.612499,14.1244,
10235,Izzeldeenabdalla,,CBS,Gedarif,El Faw,34.554901,14.064,
10236,Um Bilail,,CBS,Gedarif,El Galabat Western,35.334599,13.4835,
10237,Jadeed,,CBS,Gedarif,Gula Alnahal,35.3223,13.4237,
10238,Mbila,,CBS,Gedarif,Gula Alnahal,35.3447,13.3259,
10239,Wad Wadeeda,,CBS,Gedarif,El Galabat Western,35.176998,13.5022,
10240,Sabrna,,CBS,Gedarif,El Galabat Western,35.234402,13.5635,
10241,Al Azaza Alsogora,,CBS,Gedarif,El Galabat Western,35.232101,13.7124,
10242,Al Gongolisa,,CBS,Gedarif,El Galabat Western,35.122101,13.6491,
10243,Ali Jada,,CBS,Gedarif,Al Gadaref City,35.044498,13.7876,
10244,Dm Grm,,CBS,Gedarif,Al Gadaref City,35.034901,13.7856,
10245,HilatIdriss,,CBS,Gedarif,Al Gadaref City,35.0485,13.7946,
10246,HilatAliyas,,CBS,Gedarif,Al Gadaref City,35.0424,13.7934,
10247,AbuMarwa,,CBS,Gedarif,Al Gadaref City,35.142502,13.8894,
10248,AlDomat,,CBS,Gedarif,Al Gadaref City,35.0839,13.8914,
10249,TriayAldonki,,CBS,Gedarif,Al Gadaref City,35.244099,13.99,
10250,TriyatAlbir,,CBS,Gedarif,Al Gadaref City,35.223099,13.9799,
10251,UmShjiraat,,CBS,Gedarif,Al Gadaref City,35.2122,13.9499,
10252,AlRadief,,CBS,Gedarif,El Galabat Western,35.176102,13.8632,
10253,Al Kamadieb Sharg,,CBS,Gedarif,El Galabat Western,35.224998,13.8811,
10254,Al Kamadieb Garb,,CBS,Gedarif,El Galabat Western,35.220501,13.8814,
10255,Al Hurri,,CBS,Gedarif,El Galabat Western,35.226501,13.9171,
10256,Taiba,,CBS,Gedarif,El Galabat Western,35.2318,13.8065,
10257,Sasyeb,,CBS,Gedarif,El Galabat Western,35.266998,13.842,
10258,Alsofara,,CBS,Gedarif,El Galabat Western,35.286098,13.924,
10259,Aljana Bara,,CBS,Gedarif,El Galabat Western,35.288502,13.9094,
10260,Abu Areef,,CBS,Gedarif,El Galabat Western,35.2855,13.8942,
10261,Wad Daief,,CBS,Gedarif,El Galabat Western,35.373501,13.861,
10262,KhorSaroor,,CBS,Gedarif,El Galabat Western,35.374901,13.7249,
10263,Wad Al Halangi,,CBS,Gedarif,El Galabat Western,35.421101,13.8001,
10264,Almahal,,CBS,Gedarif,El Galabat Western,35.441399,13.7254,
10265,Al Sabaat,,CBS,Gedarif,El Galabat Western,35.407501,13.5934,
10266,Tagali,,CBS,Gedarif,El Galabat Western,35.4762,13.5894,
10267,Sabooni,,CBS,Gedarif,El Galabat Western,35.548901,13.664,
10268,Zariga Aldonki,,CBS,Gedarif,El Galabat Western,35.515099,13.6876,
10269,Zariga Albier,,CBS,Gedarif,El Galabat Western,35.490002,13.7233,
10270,Um Thawani,,CBS,Gedarif,El Galabat Western,35.6679,13.7935,
10271,Shashina Wasat,,CBS,Gedarif,El Galabat Western,35.585999,13.8634,
10272,Shashina Albsabier,,CBS,Gedarif,El Galabat Western,35.574001,13.8535,
10273,Shashina Alsabatab,,CBS,Gedarif,El Galabat Western,35.5951,13.8734,
10274,Almadardama,,CBS,Gedarif,El Galabat Western,35.504601,13.8921,
10275,Faloji,,CBS,Gedarif,El Galabat Western,35.4739,13.8942,
10276,Alhamiliya Tagali,,CBS,Gedarif,El Galabat Western,35.462502,13.9229,
10277,Alhamiliya Kara,,CBS,Gedarif,El Galabat Western,35.449402,13.926,
10278,Alhamiliya Karkwa,,CBS,Gedarif,El Galabat Western,35.4538,13.9401,
10279,Alhimilya Hamarai,,CBS,Gedarif,Al Gadaref (Wasat) Rur,35.4557,13.9486,
10280,Wad Au Asal,,CBS,Gedarif,El Galabat Western,35.532101,13.8126,
10281,Jinan,,CBS,Gedarif,El Galabat Western,35.454899,13.8471,
10282,KomShata,,CBS,Gedarif,El Galabat Western,35.43,13.8229,
10283,Asar Kamr,,CBS,Gedarif,El Galabat Western,35.419399,13.8807,
10284,Asar WadAlamin,,CBS,Gedarif,El Galabat Western,35.4202,13.8729,
10285,Wad Ao Asal Aljadeeda,,CBS,Gedarif,El Galabat Western,35.422001,13.8687,
10286,Wad Alsanosi,,CBS,Gedarif,El Galabat Western,35.409,13.8774,
10287,Asar Aradiba,,CBS,Gedarif,El Galabat Western,35.4217,13.8874,
10288,Al Kanz,,CBS,Gedarif,El Galabat Western,35.437401,13.926,
10289,Alsirifa,,CBS,Gedarif,El Galabat Western,35.444901,13.9045,
10290,Ambasa,,CBS,Gedarif,El Galabat Western,35.420601,13.9109,
10291,Wad Kbross,,CBS,Gedarif,El Galabat Western,35.3629,13.9036,
10292,Alkanara Banat,,CBS,Gedarif,Al Gadaref (Wasat) Rur,35.391499,13.9532,
10293,Alkanara,,CBS,Gedarif,Al Gadaref (Wasat) Rur,35.389099,13.9435,
10294,Alsaraf,,CBS,Gedarif,El Galabat Western,35.365398,13.9346,
10295,Kndot,,CBS,Gedarif,El Galabat Western,35.3592,13.9245,
10296,Algiliya,,CBS,Gedarif,El Galabat Western,35.355301,13.927,
10297,Kajra Aldarawish,,CBS,Gedarif,El Galabat Western,35.404499,13.8997,
10298,Kajra Aldarawish,,CBS,Gedarif,El Galabat Western,35.4086,13.9051,
10299,Saraf Aradeiba,,CBS,Gedarif,Al Gurisha,36.168999,13.5556,
10300,AdElfrsan,,CBS,Gedarif,Al Gurisha,36.1698,13.4999,
10301,Barkat Noorein,,CBS,Gedarif,Al Gurisha,36.161098,13.4831,
10302,Abdalla Yagob,,CBS,Gedarif,Al Gurisha,35.932499,13.66,
10303,Glal Hsin,,CBS,Gedarif,Al Gurisha,35.924099,13.6558,
10304,Sdig Mohamed Elgrisha,,CBS,Gedarif,Al Gurisha,35.942101,13.5787,
10305,Mohmdin Elgrisha,,CBS,Gedarif,Al Gurisha,35.943501,13.5604,
10306,Mohamed Abrahim,,CBS,Gedarif,Al Gurisha,35.978001,13.5601,
10307,Abdalhmid Elgrisha,,CBS,Gedarif,Al Gurisha,36.0163,13.5341,
10308,Babkr Hasan Elgrisha,,CBS,Gedarif,Al Gurisha,35.997601,13.5305,
10309,Glal Hsin Elgrisha,,CBS,Gedarif,Al Gurisha,35.984901,13.5211,
10310,Ftah Taha Elgrisha,,CBS,Gedarif,Al Gurisha,36.0084,13.4841,
10311,Az Eldin Bshir,,CBS,Gedarif,Al Gurisha,36.0084,13.4544,
10312,Hamed Wdiaba Elgrisha,,CBS,Gedarif,Al Gurisha,36.028,13.4869,
10313,Osman Ali Eladbrawy,,CBS,Gedarif,Al Gurisha,36.059898,13.4546,
10314,Awl Mohamed Alatbrawy,,CBS,Gedarif,Al Gurisha,36.097,13.492,
10315,Abas Elnaim Elatbrawi,,CBS,Gedarif,Al Gurisha,36.104401,13.4928,
10316,Hbib Omar Elgrisha,,CBS,Gedarif,Al Gurisha,36.074501,13.5046,
10317,Hamed Yosef Elgrisha,,CBS,Gedarif,Al Gurisha,36.061699,13.523,
10318,Hbib Omar Elgrisha,,CBS,Gedarif,Al Gurisha,36.02,13.5535,
10319,Adam Hamed Elgrisha,,CBS,Gedarif,Al Gurisha,36.062199,13.5815,
10320,Omar Elsied Elgrisha,,CBS,Gedarif,Al Gurisha,36.0751,13.5419,
10321,Hasan Elgrish,,CBS,Gedarif,Al Gurisha,36.123001,13.548,
10322,Abdalrhim  Elgrisha,,CBS,Gedarif,Al Gurisha,35.993599,13.646,
10323,Osman Mohmd Ahmad Elgorish,,CBS,Gedarif,El Galabat Western,35.882801,13.7811,
10324,Mrgni Elgrisha,,CBS,Gedarif,El Galabat Western,35.901901,13.7849,
10325,Elgorish,,CBS,Gedarif,El Galabat Western,35.9053,13.7948,
10326,Elgrish,,CBS,Gedarif,El Galabat Western,35.879398,13.7876,
10327,Abdalrhman Koliga Elgorjsh,,CBS,Gedarif,El Galabat Western,35.889801,13.8252,
10328,Sedig aod Elkrim Elgorish,,CBS,Gedarif,El Galabat Western,35.912899,13.8151,
10329,Abdalrhman Elhag Elgorisha,,CBS,Gedarif,El Galabat Western,35.924,13.8324,
10330,Elgorisha,,CBS,Gedarif,El Galabat Western,35.942402,13.8336,
10331,Abdalhkim Ahmad Elgorish,,CBS,Gedarif,El Galabat Western,35.944,13.8442,
10332,Elgorish,,CBS,Gedarif,El Galabat Western,35.8857,13.8531,
10333,Omar Abdalgadir Elgrish,,CBS,Gedarif,El Galabat Western,35.874401,13.8555,
10334,Altahir Elshrif Elgorish,,CBS,Gedarif,El Galabat Western,35.853699,13.849,
10335,Elgorish,,CBS,Gedarif,El Galabat Western,35.846401,13.8715,
10336,Elgorish,,CBS,Gedarif,El Galabat Western,35.822399,13.8682,
10337,Awlad Gbil Gawamis,,CBS,Gedarif,El Galabat Western,35.8372,13.8819,
10338,Omar Almahi Elgorish,,CBS,Gedarif,El Galabat Western,35.991001,13.8475,
10339,Omar Abdalrhman Elhag,,CBS,Gedarif,El Galabat Western,35.983501,13.8421,
10340,Mki Mosa Elgorish,,CBS,Gedarif,El Galabat Western,35.987099,13.801,
10341,Grib Mosa Elgorish,,CBS,Gedarif,El Galabat Western,35.972401,13.7935,
10342,Bartis Elgoish,,CBS,Gedarif,Al Gurisha,35.9786,13.78,
10343,Ayob Asman Elgorish,,CBS,Gedarif,Al Gurisha,35.998199,13.7804,
10344,Mohmad Awad Ahmad Elgoish,,CBS,Gedarif,El Galabat Western,36.014599,13.7948,
10345,Osman Mohmd Elgnrish,,CBS,Gedarif,Al Gurisha,36.035099,13.7844,
10346,Abdalrhman Elhag,,CBS,Gedarif,Al Gurisha,36.0494,13.7741,
10347,Osman Ahmad Elgorish,,CBS,Gedarif,Al Gurisha,36.043098,13.7595,
10348,Mosa  Wdalshib Elgrisha,,CBS,Gedarif,Al Gurisha,36.039101,13.7496,
10349,Abas Elnil Elgrisha,,CBS,Gedarif,Al Gurisha,36.031399,13.757,
10350,Elsadig Hamid Elgrish,,CBS,Gedarif,Al Gurisha,36.02,13.7535,
10351,Abdalhkim Bkhit Elgorish,,CBS,Gedarif,Al Gurisha,36.009102,13.7404,
10352,Eltahir Elshrif Elgorisha,,CBS,Gedarif,Al Gurisha,35.995899,13.731,
10353,Elgorisha,,CBS,Gedarif,Al Gurisha,36.040401,13.7451,
10354,Mohmad Abrahim Elmatmd Elgor,,CBS,Gedarif,Al Gurisha,36.036499,13.7323,
10355,Elsadig Hamid Elgorish,,CBS,Gedarif,Al Gurisha,36.025398,13.6987,
10356,Elgorisha,,CBS,Gedarif,Al Gurisha,36.039001,13.6829,
10357,Asadig Hamid Elgorisha,,CBS,Gedarif,Al Gurisha,36.053902,13.7006,
10358,El Gurisha 1762 HHS,,CBS,Gedarif,Al Gurisha,35.923801,13.7155,
10359,Elgorisha,,CBS,Gedarif,Al Gurisha,36.035801,13.7043,
10360,Elhaj Osman Elgorisha,,CBS,Gedarif,Al Gurisha,36.014,13.7156,
10361,Osman Mohman Elgorish,,CBS,Gedarif,Al Gurisha,36.0056,13.6896,
10362,Elgrisha,,CBS,Gedarif,Al Galabat Eastern,35.803398,13.7343,
10363,Abd Aljlil Doka,,CBS,Gedarif,Al Galabat Eastern,35.755901,13.6576,
10364,Alknani Doka,,CBS,Gedarif,Al Galabat Eastern,35.753399,13.6237,
10365,Ali Yagob Doka,,CBS,Gedarif,Al Galabat Eastern,35.775902,13.6291,
10366,Knan Doka,,CBS,Gedarif,Al Galabat Eastern,35.784401,13.6114,
10367,Adam Ahmad Doka,,CBS,Gedarif,Al Galabat Eastern,35.792999,13.6167,
10368,Osman Mohamed Doka,,CBS,Gedarif,Al Gurisha,35.84,13.6249,
10369,Ali Yagob Doka,,CBS,Gedarif,Al Gurisha,35.8396,13.6403,
10370,Mohamed Awd Elgrisha,,CBS,Gedarif,Al Gurisha,35.855301,13.6645,
